OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),Electricity(kWh),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Âgebâtiment,out_clas,consumption_rate_Electricity,consumption_rate_Gas,consumption_rate_Steam,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
20565,2016,NonResidential,Supermarket / Grocery Store,98109.0,1794500895,7,MAGNOLIA / QUEEN ANNE,1.0,1,25159,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,38.0,350.5,762.0,9072714.0,1429919.75,Compliant,247.85,9.85,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,25159.0,25159.0
20573,2016,Nonresidential COS,Other,98119.0,1794501150,7,MAGNOLIA / QUEEN ANNE,1.0,1,27247,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,,101.0,177.6999969,2607414.75,259177.4063,Compliant,83.1,3.05,68,Low,High Usage,High Usage,Low Usage,1.0,0.0,27247.0,27247.0
20605,2016,NonResidential,Warehouse,98106.0,1824049044,1,DELRIDGE,1.0,1,31521,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,6.0,57.79999924,110.90000149999999,1823198.75,211296.7969,Compliant,61.71,1.96,63,Low,High Usage,High Usage,Low Usage,1.0,0.0,31521.0,31521.0
20613,2016,NonResidential,Warehouse,98134.0,1824049069,2,GREATER DUWAMISH,1.0,1,24000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,62.90000153,104.0999985,1510110.25,127841.0,Compliant,46.64,1.94,65,Low,High Usage,High Usage,Low Usage,1.0,0.0,24000.0,24000.0
20614,2016,NonResidential,Self-Storage Facility,98134.0,1824049070,2,GREATER DUWAMISH,1.0,1,21900,Self-Storage Facility,Self-Storage Facility,,75.5,90.0,1654353.5,32880.0,Compliant,65.65,3.0,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,21900.0,21900.0
20620,2016,NonResidential,Distribution Center,98134.0,1824049109,2,GREATER DUWAMISH,1.0,1,35579,Distribution Center,Distribution Center,72.0,35.40000153,61.59999847,1259267.75,121936.5,Compliant,39.05,1.1,18,Low,High Usage,High Usage,Low Usage,1.0,0.0,35579.0,35579.0
20645,2016,SPS-District K-12,K-12 School,98112.0,1337801270,3,EAST,1.0,3,62078,K-12 School,K-12 School,97.0,35.20000076,77.5,2187712.5,337560.1875,Error - Correct Default Data,50.69,0.82,15,Low,High Usage,High Usage,Low Usage,1.0,0.0,62078.0,20692.667
20659,2016,NonResidential,Worship Facility,98199.0,1370802570,7,MAGNOLIA / QUEEN ANNE,1.0,2,22612,Worship Facility,Worship Facility,87.0,37.79999924,54.90000153,854810.625,45990.60156,Compliant,31.6,1.4,69,Low,High Usage,High Usage,Low Usage,1.0,0.0,22612.0,11306.0
20685,2016,NonResidential,Other,98125.0,1453600005,5,NORTH,1.0,2,38787,"Automobile Dealership, Parking",Automobile Dealership,,90.59999847,215.0,3513828.25,652234.3125,Compliant,67.52,1.74,40,Low,High Usage,High Usage,Low Usage,1.0,0.0,38787.0,19393.5
20707,2016,NonResidential,Warehouse,98134.0,1722802630,2,GREATER DUWAMISH,1.0,1,30545,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,12.0,60.90000153,97.30000305,1861291.25,141201.9063,Compliant,61.53,2.01,78,Low,High Usage,High Usage,Low Usage,1.0,0.0,30545.0,30545.0
20735,2016,NonResidential,K-12 School,98112.0,1731800825,7,MAGNOLIA / QUEEN ANNE,1.0,3,32691,K-12 School,K-12 School,99.0,32.70000076,65.19999695,1095913.75,138476.2969,Compliant,29.82,0.91,94,Low,High Usage,High Usage,Low Usage,1.0,0.0,32691.0,10897.0
20743,2016,NonResidential,Worship Facility,98119.0,1731801135,7,MAGNOLIA / QUEEN ANNE,1.0,2,24227,Worship Facility,Worship Facility,55.0,47.29999924,67.09999847,1238854.625,64300.39844,Compliant,47.59,1.96,53,Low,High Usage,High Usage,Low Usage,1.0,0.0,24227.0,12113.5
20811,2016,SPS-District K-12,K-12 School,98102.0,1959700005,4,LAKE UNION,1.0,3,95501,K-12 School,K-12 School,88.0,34.0,81.59999847,3244148.0,615660.125,Error - Correct Default Data,62.94,0.66,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,95501.0,31833.667
20836,2016,NonResidential,Large Office,98102.0,1959701300,4,LAKE UNION,1.0,5,137738,"Office, Other, Parking",Office,62.0,58.90000153,184.8999939,4843339.0,1378937.875,Compliant,32.8,0.24,31,Low,High Usage,Low Usage,Low Usage,0.59703,0.40297,137738.0,27547.6
20861,2016,NonResidential,Residence Hall,98103.0,1825049055,4,LAKE UNION,1.0,3,21118,Residence Hall/Dormitory,Residence Hall/Dormitory,49.0,67.59999847,145.5,1427645.0,208364.2031,Compliant,39.5,1.87,28,Low,High Usage,High Usage,Low Usage,1.0,0.0,21118.0,7039.333
20868,2016,NonResidential,Large Office,98103.0,1825049072,4,LAKE UNION,1.0,5,206126,"Office, Other, Parking, Restaurant",Office,98.0,40.79999924,108.40000149999999,4515744.5,1055531.25,Compliant,72.26,0.35,3,Low,High Usage,High Usage,Low Usage,0.61536,0.38464,206126.0,41225.2
20885,2016,NonResidential,Senior Care Community,98117.0,1865400030,6,BALLARD,1.0,2,34636,"Parking, Senior Care Community",Senior Care Community,3.0,355.7000122,587.9000244,12805711.0,1043779.313,Compliant,480.9,13.88,50,Low,High Usage,High Usage,Low Usage,0.10498,0.89502,34636.0,17318.0
20890,2016,NonResidential,K-12 School,98115.0,1868903240,4,NORTHEAST,1.0,1,23190,K-12 School,K-12 School,79.0,83.19999695,131.1999969,1929416.5,142531.0938,Compliant,68.14,2.94,30,Low,High Usage,High Usage,Low Usage,1.0,0.0,23190.0,23190.0
20916,2016,NonResidential,Small- and Mid-Sized Office,98103.0,1646500985,6,NORTHWEST,1.0,1,20678,Office,Office,98.0,37.90000153,56.59999847,875049.6875,52613.39844,Compliant,32.63,1.58,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,20678.0,20678.0
20917,2016,NonResidential,K-12 School,98103.0,1646501150,6,NORTHWEST,1.0,3,28820,K-12 School,K-12 School,43.0,87.59999847,135.6999969,2959193.75,199518.5938,Compliant,106.45,3.69,94,Low,High Usage,High Usage,Low Usage,1.0,0.0,28820.0,9606.667
20928,2016,NonResidential,Worship Facility,98178.0,1686400005,2,SOUTHEAST,1.0,2,27876,Worship Facility,Worship Facility,69.0,46.79999924,78.5,2095655.25,179244.2031,Compliant,68.97,2.47,62,Low,High Usage,High Usage,Low Usage,1.0,0.0,27876.0,13938.0
20967,2016,SPS-District K-12,K-12 School,98118.0,1703400755,2,SOUTHEAST,1.0,1,33105,K-12 School,K-12 School,79.0,58.09999847,91.5,1924436.0,138864.7969,Error - Correct Default Data,69.77,2.11,91,Low,High Usage,High Usage,Low Usage,1.0,0.0,33105.0,33105.0
20970,2016,NonResidential,Senior Care Community,98118.0,1704900435,2,SOUTHEAST,1.0,2,48882,"Parking, Senior Care Community",Senior Care Community,51.0,168.1000061,311.60000610000003,7048919.0,793744.125,Compliant,235.26,4.81,50,Low,High Usage,High Usage,Low Usage,0.85203,0.14797,48882.0,24441.0
20978,2016,NonResidential,Other,98108.0,1722800223,2,GREATER DUWAMISH,1.0,1,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,225.8000031,432.3999938999999,10234721.0,1240870.5,Compliant,348.22,7.39,40,Low,High Usage,High Usage,Low Usage,1.0,0.0,47105.0,47105.0
20986,2016,NonResidential,Warehouse,98108.0,1722800985,2,GREATER DUWAMISH,1.0,1,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,69.30000305,121.3000031,1918665.75,188282.4063,Compliant,64.81,2.34,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,27680.0,27680.0
20987,2016,NonResidential,Small- and Mid-Sized Office,98108.0,1722801079,2,GREATER DUWAMISH,1.0,2,25872,"Non-Refrigerated Warehouse, Office",Office,,71.69999695,162.3000031,1853911.875,312053.0,Compliant,45.79,1.77,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,25872.0,12936.0
20988,2016,NonResidential,Small- and Mid-Sized Office,98108.0,1722801080,2,GREATER DUWAMISH,1.0,2,25872,Office,Office,41.0,100.0,187.0,2498335.25,288821.0,Compliant,81.96,3.17,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,25872.0,12936.0
21108,2016,NonResidential,Small- and Mid-Sized Office,98121.0,1977201181,7,DOWNTOWN,1.0,2,25920,Office,Office,75.0,81.09999847,177.3000031,1945839.625,309947.9063,Compliant,46.48,1.79,97,Low,High Usage,High Usage,Low Usage,1.0,0.0,25920.0,12960.0
21115,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1978200285,3,EAST,1.0,4,39760,Office,Office,92.0,69.0,107.0,2741556.25,150124.7031,Compliant,149.91,3.77,91,Low,High Usage,High Usage,High Usage,1.0,0.0,39760.0,9940.0
21116,2016,NonResidential,Other,98101.0,1978200290,3,EAST,1.0,3,30971,Other,Other,,96.0,195.3999939,2974354.25,385279.0938,Compliant,94.85,3.06,96,Low,High Usage,High Usage,High Usage,1.0,0.0,30971.0,10323.667
21117,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1978200305,3,EAST,1.0,3,22667,Office,Office,1.0,182.6999969,387.10000610000003,4141811.25,578045.875,Compliant,148.55,6.55,70,Low,High Usage,High Usage,High Usage,1.0,0.0,22667.0,7555.667
21119,2016,NonResidential,Warehouse,98103.0,1972202680,6,LAKE UNION,1.0,2,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,69.09999847,149.5,2339649.75,364798.0938,Compliant,60.88,1.8,89,Low,High Usage,High Usage,Low Usage,1.0,0.0,33840.0,16920.0
21122,2016,NonResidential,Mixed Use Property,98103.0,1972202755,6,LAKE UNION,5.0,3,41827,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,,102.5,229.5,4288601.5,714858.0,Compliant,110.17,2.63,15,Low,High Usage,High Usage,Low Usage,0.77942,0.22058,8365.4,13942.333
21129,2016,NonResidential,Retail Store,98103.0,1972203060,6,LAKE UNION,1.0,2,20516,"Hotel, Retail Store",Retail Store,98.0,61.09999847,93.30000305,1109483.125,77662.5,Compliant,42.04,2.05,105,Low,High Usage,High Usage,Low Usage,1.0,0.0,20516.0,10258.0
21138,2016,NonResidential,Mixed Use Property,98103.0,1972203435,6,LAKE UNION,1.0,1,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,95.0,38.70000076,104.5999985,1818867.875,421028.0,Compliant,30.32,0.65,69,Low,High Usage,High Usage,Low Usage,1.0,0.0,46958.0,46958.0
21140,2016,NonResidential,Distribution Center,98103.0,1972203870,6,LAKE UNION,1.0,1,26532,Distribution Center,Distribution Center,5.0,85.19999695,148.1000061,2261229.0,229948.7031,Compliant,66.53,2.51,32,Low,High Usage,High Usage,Low Usage,1.0,0.0,26532.0,26532.0
21142,2016,NonResidential,Other,98103.0,1972204025,6,LAKE UNION,1.0,1,30730,Other,Other,,106.40000149999999,242.10000609999997,3269018.5,562134.3125,Compliant,73.52,2.39,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,30730.0,30730.0
21150,2016,NonResidential,Worship Facility,98119.0,1972204965,7,MAGNOLIA / QUEEN ANNE,1.0,3,62000,"Other, Worship Facility",Worship Facility,81.0,34.70000076,46.09999847,2158433.5,84104.70313,Compliant,82.34,1.33,67,Low,High Usage,High Usage,Low Usage,1.0,0.0,62000.0,20666.667
21180,2016,NonResidential,Other,98103.0,1972206512,6,LAKE UNION,0.0,3,53103,Other,Other,,126.0,390.7999878,4879644.0,1403539.875,Compliant,38.12,0.72,20,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,17701.0
21192,2016,NonResidential,Distribution Center,98106.0,1924049081,1,DELRIDGE,2.0,2,28368,"Distribution Center, Office",Distribution Center,,43.20000076,114.8000031,1931830.75,435559.9063,Compliant,30.02,1.06,45,Low,High Usage,High Usage,Low Usage,1.0,0.0,14184.0,14184.0
21208,2016,NonResidential,Other,98133.0,1926049122,5,NORTHWEST,1.0,2,92080,Other,Other,,58.29999924,133.3000031,5368434.5,931812.6875,Compliant,127.1,1.38,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,92080.0,46040.0
21212,2016,NonResidential,Other,98133.0,1926049180,5,NORTHWEST,1.0,1,20236,Other - Recreation,Other - Recreation,,103.1999969,236.1999969,2089365.125,348014.0938,Compliant,49.58,2.45,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,20236.0,20236.0
21213,2016,NonResidential,Small- and Mid-Sized Office,98133.0,1926049190,5,NORTHWEST,1.0,2,39815,"Non-Refrigerated Warehouse, Office",Office,62.0,54.20000076,135.1000061,2158188.5,436345.5,Compliant,40.22,1.01,65,Low,High Usage,High Usage,Low Usage,1.0,0.0,39815.0,19907.5
21218,2016,Nonresidential COS,Other,98133.0,1926049286,5,NORTHWEST,1.0,2,26994,"Office, Other - Services",Other - Services,,123.0,197.3999939,3320817.0,258400.2969,Compliant,122.73,4.55,58,Low,High Usage,High Usage,Low Usage,1.0,0.0,26994.0,13497.0
21221,2016,NonResidential,Other,98133.0,1926049293,5,NORTHWEST,1.0,1,20909,"Other - Public Services, Parking",Other - Public Services,,68.09999847,145.8999939,1296995.0,198830.9063,Compliant,32.86,1.57,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,20909.0,20909.0
21233,2016,NonResidential,Other,98133.0,1926049370,5,NORTHWEST,1.0,2,45000,Other - Recreation,Other - Recreation,,135.6999969,280.5,6104259.5,871532.375,Compliant,176.79,3.93,9,Low,High Usage,High Usage,Low Usage,1.0,0.0,45000.0,22500.0
21236,2016,NonResidential,Retail Store,98133.0,1926049423,5,NORTHWEST,1.0,1,26115,Retail Store,Retail Store,43.0,67.40000153,161.5,1760626.0,336562.0,Compliant,36.74,1.41,18,Low,High Usage,High Usage,Low Usage,1.0,0.0,26115.0,26115.0
21239,2016,NonResidential,Worship Facility,98105.0,1928300405,4,NORTHEAST,1.0,1,26033,"Parking, Worship Facility",Worship Facility,78.0,44.70000076,72.30000305,1343672.875,99743.0,Compliant,45.33,1.74,67,Low,High Usage,High Usage,Low Usage,1.0,0.0,26033.0,26033.0
21243,2016,NonResidential,K-12 School,98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,1.0,4,48660,K-12 School,K-12 School,82.0,42.79999924,80.40000153,2115259.0,241063.5938,Compliant,61.98,1.27,9,Low,High Usage,High Usage,Low Usage,1.0,0.0,48660.0,12165.0
21244,2016,NonResidential,Senior Care Community,98109.0,1929300390,7,MAGNOLIA / QUEEN ANNE,1.0,2,46539,Senior Care Community,Senior Care Community,73.0,120.09999850000001,232.6999969,5589312.5,676012.875,Compliant,180.38,3.88,46,Low,High Usage,High Usage,Low Usage,1.0,0.0,46539.0,23269.5
21262,2016,NonResidential,Residence Hall,98121.0,1977200720,7,DOWNTOWN,1.0,4,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,47.0,77.5,140.6999969,2309752.75,247893.2969,Compliant,79.58,2.67,107,Low,High Usage,High Usage,Low Usage,1.0,0.0,29796.0,7449.0
21290,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1989200945,7,MAGNOLIA / QUEEN ANNE,1.0,5,85963,"Office, Parking",Office,43.0,84.69999695,265.8999939,4480961.0,1313294.375,Compliant,31.24,0.36,31,Low,High Usage,Low Usage,Low Usage,0.61547,0.38453,85963.0,17192.6
21313,2016,NonResidential,Worship Facility,98101.0,1975700006,7,DOWNTOWN,1.0,3,75058,Worship Facility,Worship Facility,24.0,82.69999695,116.3000031,6207115.5,309820.3125,Compliant,247.97,3.3,48,Low,High Usage,High Usage,Low Usage,0.54022,0.45978,75058.0,25019.333
21319,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1975700275,7,DOWNTOWN,1.0,5,35840,Office,Office,83.0,48.09999847,92.69999695,1724638.75,211969.4063,Compliant,48.35,1.35,109,Low,High Usage,High Usage,Low Usage,1.0,0.0,35840.0,7168.0
21322,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1975700290,7,DOWNTOWN,1.0,4,30525,"Office, Retail Store",Office,17.0,137.8000031,355.0,2991557.25,621660.625,Compliant,73.61,2.41,88,Low,High Usage,Low Usage,High Usage,1.0,0.0,30525.0,7631.25
21328,2016,NonResidential,Other,98101.0,1978200320,7,EAST,1.0,4,49243,Other/Specialty Hospital,Other/Specialty Hospital,,162.3999939,472.79998780000005,8491346.0,2215881.5,Compliant,101.34,2.06,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,49243.0,12310.75
21336,2016,NonResidential,Other,98104.0,1978200605,3,EAST,0.0,3,20411,Social/Meeting Hall,Social/Meeting Hall,,105.09999850000001,189.6999969,2145049.5,227122.7031,Compliant,71.23,3.49,104,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,6803.667
21351,2016,NonResidential,Medical Office,98122.0,1978201116,3,EAST,1.0,2,30855,Medical Office,Medical Office,2.0,145.1000061,298.5,3129807.0,450699.8125,Compliant,85.55,2.77,54,Low,High Usage,High Usage,Low Usage,0.66667,0.33333,30855.0,15427.5
21353,2016,NonResidential,Small- and Mid-Sized Office,98122.0,1978201205,3,EAST,1.0,3,73549,"Office, Worship Facility",Office,90.0,43.59999847,72.19999695,3209164.5,271858.3125,Compliant,107.45,1.46,106,Low,High Usage,High Usage,Low Usage,1.0,0.0,73549.0,24516.333
21364,2016,NonResidential,Other,98122.0,1978201421,3,EAST,1.0,5,45780,"Other - Education, Parking",Other - Education,,252.10000609999997,527.5999756,11542708.0,1554939.625,Compliant,462.4,10.1,28,Low,High Usage,High Usage,High Usage,0.75098,0.24902,45780.0,9156.0
21365,2016,NonResidential,Medical Office,98114.0,1978201435,3,EAST,0.0,3,39115,Medical Office,Medical Office,42.0,76.80000305,205.8999939,3838425.0,878757.3125,Compliant,60.04,1.53,53,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,13038.333
21366,2016,NonResidential,Other,98101.0,1979200050,7,EAST,1.0,3,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,,33.5,62.79999924,1255324.0,124631.6016,Compliant,55.61,1.46,100,Low,High Usage,Low Usage,High Usage,1.0,0.0,38038.0,12679.333
21367,2016,NonResidential,Worship Facility,98104.0,1979200090,7,EAST,1.0,3,37796,"Parking, Worship Facility",Worship Facility,55.0,52.29999924,96.0,2769792.0,259038.0,Compliant,123.41,3.27,54,Low,High Usage,High Usage,High Usage,1.0,0.0,37796.0,12598.667
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,98107.0,1982201065,6,BALLARD,1.0,1,27744,"Data Center, Office, Other",Office,,193.0,606.2000122000001,5355753.0,1569681.25,Compliant,37.34,1.35,23,Low,High Usage,Low Usage,Low Usage,1.0,0.0,27744.0,27744.0
21388,2016,NonResidential,Warehouse,98107.0,1982203275,6,BALLARD,1.0,1,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63.0,38.29999924,72.59999847,1054377.75,125320.0,Compliant,31.61,1.15,66,Low,High Usage,High Usage,Low Usage,1.0,0.0,27553.0,27553.0
21389,2016,NonResidential,Distribution Center,98107.0,1982203385,6,BALLARD,3.0,1,57310,Distribution Center,Distribution Center,,24.39999962,51.20000076,1395637.75,201467.9063,Compliant,34.87,0.61,65,Low,High Usage,High Usage,Low Usage,1.0,0.0,19103.333,57310.0
21396,2016,NonResidential,Restaurant,98109.0,1983200170,7,LAKE UNION,1.0,3,40686,Restaurant,Restaurant,,53.79999924,99.40000153,2188575.25,246785.5,Compliant,73.0,1.79,97,Low,High Usage,High Usage,Low Usage,1.0,0.0,40686.0,13562.0
21397,2016,NonResidential,Retail Store,98109.0,1983200180,7,LAKE UNION,1.0,2,45271,Retail Store,Retail Store,57.0,64.30000305,119.09999850000001,2912179.5,336123.5,Compliant,82.72,1.83,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,45271.0,22635.5
21398,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1983200196,7,LAKE UNION,1.0,3,28380,Office,Office,62.0,53.0,114.90000149999999,1503529.375,235730.7031,Compliant,35.77,1.26,96,Low,High Usage,High Usage,Low Usage,0.57082,0.42918,28380.0,9460.0
21399,2016,NonResidential,Large Office,98109.0,1983200290,7,LAKE UNION,1.0,5,508160,"Food Service, Office, Parking",Office,77.0,82.09999847,219.10000609999997,28053172.0,6367309.0,Compliant,487.53,0.96,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,508160.0,101632.0
21401,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1983200350,7,LAKE UNION,1.0,3,26176,Office,Office,95.0,45.29999924,84.30000305,1074761.125,122371.7031,Compliant,32.09,1.23,90,Low,High Usage,High Usage,Low Usage,1.0,0.0,26176.0,8725.333
21413,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1984200105,3,LAKE UNION,1.0,1,37740,"Office, Parking",Office,1.0,197.8999939,588.4000244,7419337.0,2044020.25,Compliant,73.48,1.95,90,Low,High Usage,High Usage,Low Usage,1.0,0.0,37740.0,37740.0
21418,2016,Nonresidential COS,Other,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,1.0,1,26000,Other,Other,,114.6999969,261.6000061,5719698.0,931914.625,Compliant,184.09,7.08,55,Low,High Usage,Low Usage,High Usage,1.0,0.0,26000.0,26000.0
21425,2016,NonResidential,Other,98109.0,1985200140,7,MAGNOLIA / QUEEN ANNE,1.0,1,155795,Other,Other,,121.0,330.7999878,18847708.0,4337207.5,Compliant,255.83,1.64,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,155795.0,155795.0
21433,2016,Nonresidential COS,Other,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,1.0,1,30533,Museum,Museum,,216.3000031,415.0,6193701.5,771077.5,Compliant,192.12,6.29,18,Low,High Usage,High Usage,Low Usage,1.0,0.0,30533.0,30533.0
21435,2016,NonResidential,Other,98109.0,1985200495,7,MAGNOLIA / QUEEN ANNE,1.0,2,33971,Other - Recreation,Other - Recreation,,363.2999878,757.9000244,18163924.0,2638550.75,Compliant,523.95,15.42,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,33971.0,16985.5
21436,2016,Nonresidential COS,Other,98109.0,1985200550,7,MAGNOLIA / QUEEN ANNE,1.0,2,40600,Other,Other,,56.0,174.3999939,2470816.0,442413.1875,Compliant,41.06,1.01,24,Low,High Usage,High Usage,High Usage,1.0,0.0,40600.0,20300.0
21442,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1986200245,7,LAKE UNION,1.0,4,64596,"Office, Parking",Office,92.0,65.90000153,130.3999939,2739358.75,357410.9063,Compliant,77.8,1.2,9,Low,High Usage,High Usage,Low Usage,0.61923,0.38077,64596.0,16149.0
21443,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1986200255,7,LAKE UNION,1.0,3,41466,"Laboratory, Office, Parking",Office,1.0,228.39999390000003,516.5,9228577.0,1613918.25,Compliant,234.03,5.64,88,Low,High Usage,High Usage,Low Usage,0.85381,0.14619,41466.0,13822.0
21445,2016,NonResidential,Large Office,98109.0,1986200275,7,LAKE UNION,1.0,6,130710,"Bank Branch, Office, Parking, Restaurant",Office,92.0,56.79999924,166.3000031,7429423.0,1956935.25,Compliant,86.51,0.66,3,Low,High Usage,High Usage,Low Usage,0.22883,0.77117,130710.0,21785.0
21464,2016,Nonresidential COS,Other,98109.0,1988200250,7,DOWNTOWN,1.0,1,49680,Other,Other,,58.20000076,120.6999969,2890473.75,383969.8125,Compliant,119.34,2.4,50,Low,High Usage,Low Usage,High Usage,1.0,0.0,49680.0,49680.0
21465,2016,Nonresidential COS,Other,98109.0,1988200440,7,DOWNTOWN,1.0,1,36314,Other,Other,,51.90000153,119.09999850000001,1882952.875,325448.5938,Compliant,44.33,1.22,54,Low,High Usage,High Usage,High Usage,1.0,0.0,36314.0,36314.0
21469,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1975700605,7,DOWNTOWN,1.0,4,47686,"Office, Retail Store",Office,72.0,65.40000153,145.5,2223121.25,344072.6875,Compliant,77.48,1.62,97,Low,High Usage,Low Usage,High Usage,1.0,0.0,47686.0,11921.5
21478,2016,Campus,Mixed Use Property,98101.0,1976200105,7,DOWNTOWN,1.0,2,49280,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,,111.0,293.0,5469793.5,1209992.875,Compliant,98.28,1.99,116,Low,High Usage,High Usage,Low Usage,1.0,0.0,49280.0,24640.0
21482,2016,Campus,Restaurant,98101.0,1976200230,7,DOWNTOWN,1.0,2,25380,"Food Sales, Office, Restaurant",Restaurant,,270.60000610000003,545.2000122000001,6868711.5,938533.8125,Compliant,218.79,8.62,104,Low,High Usage,High Usage,Low Usage,1.0,0.0,25380.0,12690.0
21483,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1976200300,7,DOWNTOWN,1.0,6,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,,70.69999695,193.8999939,2877728.5,668858.625,Compliant,44.89,1.1,101,Low,High Usage,High Usage,Low Usage,1.0,0.0,40715.0,6785.833
21496,2016,NonResidential,Mixed Use Property,98101.0,1977200425,7,DOWNTOWN,1.0,1,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,,148.0,324.0,5123179.0,822388.375,Compliant,143.34,4.14,98,Low,High Usage,High Usage,Low Usage,1.0,0.0,34617.0,34617.0
21506,2016,NonResidential,Mixed Use Property,98121.0,1977200610,7,DOWNTOWN,1.0,3,29340,"Multifamily Housing, Office, Restaurant",Office,,87.30000305,157.6000061,2370772.25,246140.7031,Compliant,75.99,2.59,106,Low,High Usage,High Usage,Low Usage,1.0,0.0,29340.0,9780.0
21520,2016,NonResidential,Small- and Mid-Sized Office,98104.0,2025049040,4,LAKE UNION,1.0,5,54465,"Office, Parking",Office,68.0,63.09999847,183.5,3658985.5,952872.1875,Compliant,41.22,0.76,52,Low,High Usage,High Usage,Low Usage,0.82365,0.17635,54465.0,10893.0
21521,2016,NonResidential,K-12 School,98102.0,2025049052,3,EAST,1.0,2,45960,K-12 School,K-12 School,56.0,102.5,145.6000061,4711474.0,244618.4063,Compliant,182.81,3.98,86,Low,High Usage,High Usage,Low Usage,1.0,0.0,45960.0,22980.0
21533,2016,NonResidential,Mixed Use Property,98109.0,1991200695,7,LAKE UNION,1.0,4,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,,56.29999924,132.6000061,9512996.0,1689621.25,Compliant,220.26,0.8,8,Low,High Usage,High Usage,Low Usage,1.0,0.0,274442.0,68610.5
21535,2016,NonResidential,Hotel,98109.0,1991200765,7,LAKE UNION,1.0,4,38520,Hotel,Hotel,37.0,74.69999695,168.8999939,2874815.0,468135.6875,Compliant,75.25,1.95,57,Low,High Usage,High Usage,Low Usage,1.0,0.0,38520.0,9630.0
21537,2016,NonResidential,Hotel,98109.0,1991200800,7,LAKE UNION,1.0,3,29186,Hotel,Hotel,95.0,45.59999847,85.69999695,867184.375,100596.0,Compliant,30.22,1.04,55,Low,High Usage,High Usage,Low Usage,0.85418,0.14582,29186.0,9728.667
